sede_id,sede_desc_castellano,sede_desc_ingles,tipo_seccion,nombre_titular,apellido_titular,cargo_titular,telefono_principal,telefonos_adicionales,celular_de_guardia,celulares_adicionales,fax_principal,faxes_adicionales,correo_electronico,correos_adicionales,sitio_web,sitios_web_adicionales,atencion_dia_desde,atencion_dia_hasta,atencion_hora_desde,atencion_hora_hasta,comentario_del_horario,temas
EETIO,Sección  Consular,Consular  Affairs,Sección  Consular,Mariana  Yasmin  ,Pardini,Jefatura  de  Sección  Consular,+251  11  6672574,,+251  924828795,,251116672548,,eetio@mrecic.gov.ar,secon_eetio@cancilleria.gob.ar,,,Lunes,Viernes,10.0000000,18.0000000,,
EALEM,Sección  Consular,Consular  Section,Sección,Alejandro  ,Undery,Jefatura  de  Sección  Consular,00  49  (30)  2266  8924,00  49  (30)  2266  8930,,,,,consulado_ealem@cancilleria.gob.ar,,,,Lunes,Viernes,9.0000000,16.0:59,,
EINDI,Sección  Consular,Sección  Consular,Sección  Consular,Anandi  ,Queipo  Riavitz,Consulesa,,,,,,,secon_eindi@mrecic.gov.ar,,,secon_eindi@mrecic.gov.ar,Lunes,Viernes,9.0:29,18.0000000,,
ETRIN,Sección  Consular,Consular  Affaires,Sección  Consular,Nicolás  Horacio  ,Labraña,Cónsul,1  868  6287587,,1  868  748  2186,,1  868  6287544,,etrin@mrecic.gov.ar,,,,Lunes,Viernes,9.0000000,16.0000000,,
CGTEL,Sección  Consular,Sección  Consular,Sección,Dana  Sabrina  ,Borojovich,Cónsul  Adjunto,,,,,,,cgtel@cancilleria.gob.ar,,,,,,,,,
ENORU,Sección  Consular,Consular  Section,Sección,Claudio  Alberto  ,Giacomino,Jefatura  de  Sección  Consular,47  23273207,47  23273208,47  94  82  63  18,,,,consular.enoru@mrecic.gov.ar,,https://enoru.cancilleria.gob.ar/,,Lunes,Viernes,10.0000000,13.0:59,Horario  de  trámites  consulares:  10:00  a  14:00  h  -  Con  turno  previo,
EBRAS,Sección  Consular,Consular  Section,Sección,Fernando  Nicolás  ,Mandayo,Cónsul,00  55  61  3212  7600,00  55  61  3212  7640,,,00  55  61  3212  7666,,secon_ebras@mrecic.gob.ar,,,,,,,,,
EFRUS,Sección  Consular,Consular  Section,Sección,Marta  Luz  ,González  Nieves,Jefatura  de  Sección  Consular,74955021025,+79037251449  //  +89037251449,79037251449,,74957555800,,secon_efrus@cancilleria.gob.ar,,,,,,,,9.30  a  18.00  //  Atención  al  público  10.00  a  14.00,
EARGE,Sección  Consular,Sección  Consular,Sección  Consular,Fernando  Matías  ,Grille,Jefatura  de  Sección  Consular,+213  (0)  23187434,,+213  (0)  770381010,,+213  (0)  23187439,,consularesearge@cancilleria.gob.ar,,earge.cancilleria.gob.ar,,Domingo,Jueves,9.0000000,16.0:59,09.00  a  17.00  horas  -  de  Domingo  a  Jueves,
EJAMA,Sección  Consular  ,Jose  Emilio  Grande  Pérez,Sección  Consular,Facundo  A.,Santiago,Jefatura  de  Sección  Consular,1  8769265588,1  8769262496  //  1  8769260580,18763699372,,,,ejama@mrecic.gov.ar,,ejama.mrecic.gov.ar,,Lunes,Viernes,9.0000000,16.0000000,,
EECUA,Sección  Consular,Sección  Consular,Sección,Carlos  Manuel  ,Germano  Zbrun,Jefatura  de  Sección  Consular,(593)  2256  -  2292  int.  0,,(593)  99  973  -  8957,,,,consulares-eecua@mrecic.gov.ar,,http://eecua.mrecic.gov.ar/,,Lunes,Viernes,9.0000000,16.0:59,,
EVIET,Sección  Consular,Consular  Section,Sección  Consular,Francisco  J.  ,Franco  Martinez,Jefatura  de  Sección,,,,,,,consulareviet@mrecic.gov.ar,,,,Lunes,Viernes,9.0000000,16.0:59,,
EARME,Sección  Consular,Consular  Section,Sección,Juan  Nicolás  ,Pasamán  Castillo,Jefatura  de  Sección  Consular,00374  (010)  576451,00374  (010)  576452  //  (374)  55001526,00  374  55  00  1526,,00374  (010)  577151,,consularearme@mrecic.gov.ar,,,consularearme@mrecic.gov.ar,Lunes,Viernes,9.0:29,13.0000000,,
EDOMI,Sección  Consular,Consular  Section,Sección,Javier  ,Outumuro,Jefatura  de  Sección  Consular,,,,,,,consular_edomi@cancilleria.gov.ar,consular_edomi@cancilleria.gov.ar,edomi.cancilleria.gob.ar,,Lunes,Viernes,9.0000000,16.0000000,Atención  al  público  (trámites  en  gral.)  de  Lunes  a  Viernes  hasta  las  13  hs.  //    //  Atención  exclusiva  a  argentinos  (trámites  RENAPER)  de  Lunes  a  Viernes  de  14  a  16  hs.  //    //  ,
ENZEL,Sección  Consular,Consular  Section,Sección,Melina,Solari  Marchesini,Jefatura  de  Sección  Consular,00  64  4    472  8333,,(64)21411316,,,,consul_enzel@cancilleria.gob.ar,,,,Lunes,Viernes,9.0:29,13.0:59,Atención  telefónica  de  14:00  a  17:00hs,
EKUWA,Sección  Consular,ekuwa,Sección,Claudia  Alejandra  ,Zampieri,Embajador,(965)  25213202,00  965  66143232,(965)  66143232,,(965)    25213202,,ekuwa@cancilleria.gob.ar,,,,,,,,08:30  a  14:30,
ERUMA,Sección  Consular,Consular  Section,Sección,Javier  Ignacio  ,Santander,Jefatura  de  Sección,,,(0040)  734  44  44  70,,,,consulado.eruma@cancilleria.gob.ar,,https://eruma.cancilleria.gob.ar/es/aranceles-de-tramitaciones-m%C3%A1s-frecuentes,,,,9.0000000,16.0:59,Se  reciben  consultas  por  correo  electrónico.  Se  pueden  atender  consultas  de  manera  presencial  en  las  oficinas  únicamente  con  turno  previo.,
EPOLO,Sección  Consular,Sección  Consular  de  la  Embajada  de  la  República  Argentina  en  la  República  de  Polonia,Sección,María  Clara  ,Vidal,Jefatura  de  Sección  Consular,+48  226  176  028  /  29,,+48  506  067  852,,+48  226  177  162,,secons.epolo@mrecic.gov.ar,epolo@mrecic.gov.ar,,,Lunes,Viernes,9.0000000,13.0:59,Atención  con  cita  previa.  Horario  de  lunes  a  viernes  de  9  a  14  h.,
EASIR,Sección  Consular,Sección  Consular,Sección  Consular,Alejandro  Emanuel  ,Calloni,Cónsul,+963  11  333  4168,,933884050,,,,consular.easir@cancilleria.gob.ar,,,,Domingo,Jueves,9.0000000,16.0000000,,
ETUNE,Sección  Consular,Consular  Section,Sección  Consular,Juan  Ignacio  ,Rossi  Sammartino,Jefatura  de  Sección,+  (216)  71  964  871,+  (216)  71  964  782,+(216  )  54  572  777  ,,+  (216)  71  963  006,,secon_etune@cancilleria.gob.ar,,,,,,9.0000000,18.0000000,,
EEEUU,Sección  Consular,Consular  Section,Sección  Consular,Pablo  Lorenzo  ,Prosperi,Jefatura  de  Sección  Consular,00  1  202  238  6460,,,,00  1  202  238  6471,,consular@embassyofargentina.us,,https://eeeuu.cancilleria.gob.ar/en/consular-procedures,,,,,,08:00  a  13:00  hs.,
EIRLA,Sección  Consular,Consular  Section,Sección  Consular,Juan  Andrés  ,Taccetti,Jefatura  de  Sección  Consular,353  1  269  1546,,353  87  980  5098,,,,secon_eirla@mrecic.gov.ar,,,,Lunes,Viernes,9.0000000,16.0:59,,
EGREC,Sección  Consular,Consular  Section,Sección  Consular,Nicolás  Gustavo  ,Gauna,Jefatura  de  Sección  Consular,(30)  210  725  0946,(30-210)  724  4158  //  (30-210)  722  4710  //  (30-210)  722  4753,(30)  694  972  4122,,(30-210)  722  7568,,secon_egrec@cancilleria.gob.ar,,http://egrec.cancilleria.gov.ar/,,,,,,9:00  -  15:00,
EQATR,Sección  Consular,Sección  Consular,Sección  Consular,Juan  Carlos  ,Sassaroli,Jefatura  de  Sección  Consular,+  974  4417  3905,,+  974  5039  8775,,,,secon_eqatr@mrecic.gov.ar,,,,,,,,,
EVENE,Sección  Consular,Sección  Consular,Sección,Verónica  Andrea  ,Limongelli,Jefatura  de  Sección  Consular,0058  212  263  0285,0058  212  263  0285,0058  414  238  7145,,,,consular_evene@mrecic.gov.ar,,https://evene.cancilleria.gob.ar/es/aranceles-de-tramitaciones-m%C3%A1s-frecuentes,,Lunes,Viernes,7.0:59,12.0000000,Lunes  a  Viernes  de  8  a  16  -  horario  laboral    //    //  Lunes  a  Viernes  de  8  a  12  -  horario  de  atención  al  público,
EEGIP,Sección  Consular,Consular  Section,Sección  Consular,Mariel  ,Cadenas,Jefatura  de  Sección  Consular,,,+20  122  317  8512,,,,consular_eegip@mrecic.gov.ar,,,,Domingo,Jueves,9.0000000,15.0000000,,
EFINL,Sección  Consular,Sección  Consular,Sección,Lucía  ,Scheinkman,Jefatura  de  Sección  Consular,(00358)  942428702,,,,(00358)  942428701,,consular_efinl@cancilleria.gob.ar,,finlandia.embajada.gob.ar,,Lunes,Viernes,9.0000000,16.0000000,,
EHAIT,Sección  Consular,Todo  el  territorio  de  Haiti,Sección  Consular,César  Alberto  ,Faes,Jefatura  de  Sección  Consular,509  2940-67/11/12/13/14,,50936760359,,,,ehait@cancilleria.gob.ar,,,,Lunes,Viernes,,,9.00  hs  a  17.00  hs,
EDINA,Sección  Consular,Consular  Section,Sección  Consular,Eduardo  Luis  ,Fuhr,Jefatura  de  Sección  Consular,33158556,,,,,,edina@mrecic.gov.ar,,,,Lunes,Viernes,10.0000000,13.0000000,,
ESERB,Sección  Consular,Consular  Section,Sección  Consular,Javier  Antranik  ,Chalian,Jefatura  de  Sección  Consular,381  112623569,,38163377197,,381  112622630,,eserb@cancilleria.gob.ar,,eserb.cancilleria.gob.ar,,Lunes,Viernes,8.0000000,15.0000000,09.00  a  15.00  hs,
EANGO,Sección  Consular,Sección  Consular,Sección  Consular,Agustín  Nicolás  ,Justo,Jefatura  de  Sección  Consular,00  244  222  323  286,,00  244  949  993  947  ,,,,sconsular.eango@mrecic.gov.ar,,,,Lunes,Viernes,8.0000000,16.0000000,,
ECHES,Sección  Consular,Consular  Section,Sección,Laura  Beatriz  ,Fracassa,Jefatura  de  Sección,00  420  224  227  248,,420  725  050  743,,,,eches-consular@mrecic.gov.ar,,,,Lunes,Viernes,9.0:29,16.0000000,09:30  a  16:00  horas,
ETURQ,Sección  Consular,Consular  Assistance,Sección,María  Florencia  ,Grimalt,Jefatura  de  Sección  Consular,+90  312  446  2061,,+  90  533  548  9718  (Emergencias),,+90  312  446  2063  ,,consulares_eturq@mrecic.gov.ar,,http://turquia.embajada.gob.ar/,,Lunes,Viernes,9.0000000,16.0:59,,
CCHIC,Sección  Consular,Consular  Section,Sección  Consular,María  Jimena  ,Rivero,Jefatura  de  Sección  Consular,,,,,,,cchic@mrecic.gov.ar,,,,,,0.0000000,0.0000000,,
CSCRS,Sección  Consular,Jefatura  de  Seccion  Consular,Sección,María  Cecilia  ,Pérez,Cónsul  Adjunto,(00-  591-  3)  332  4153,,,,,,cscrs@cancilleria.gob.ar,,https://cscrs.cancilleria.gob.ar/,,Lunes,Viernes,7.0:59,16.0000000,,
EBELG,Sección  Consular,Consular  Section,Sección,Jesica  Daniela  ,Ambrosini,Jefatura  de  Sección  Consular,00  32  2  647  1104,00  32  2  626  0481,,,00  32  2  647  9319,,consulares_ebelg@cancilleria.gob.ar,,www.ebelg.cancilleria.gob.ar,consulares_ebelg@cancilleria.gob.ar  ,Lunes,Viernes,,,de  09:00  a  14:00  hs.,
EEARB,Sección  Consular,Sección  Consular,Sección  Consular,Juan  Ignacio  ,Díaz,Jefatura  de  Sección  Consular,,,(+971)  (0)50  611  3274,,,,consular_eearb@mrecic.gov.ar,info_eearb@mrecic.gov.ar,,,Lunes,Viernes,7.0:59,15.0000000,Se  recuerda  que  es  necesario  tomar  un  turno  previamente.,
CVIGO,Sección  Consular,Sección  Consular,Sección  Consular,José  Amado  ,Valiente,Cónsul  Adjunto,34  986  435899,,(Emergencias)  34  607  663  949,,34  986439292,,cvigo@cancilleria.gob.ar,,https://cvigo.cancilleria.gob.ar/es/servicios-consulares,,,,,,,
ESUEC,Sección  Consular,Consular  Department,Sección,María  Victoria  ,Picazo,Jefatura  de  Sección  Consular,(0046)  86634882,,(0046)  708735960,,,,consulares_esuec@mrecic.gov.ar,,https://esuec.cancilleria.gob.ar/es/asistencia-consular-1,consulares_esuec@mrecic.gov.ar,Lunes,Viernes,9.0000000,16.0:59,,
EPBAJ,Sección  Consular,Consular  section,Sección,Gabriel  Alejandro  ,Girolamo,Jefatura  de  Sección,0031  70  3118422/23/29,0031  6  21258738,00  31  621258738,,,,consular_epbaj@mrecic.gov.ar,,,,Lunes,Viernes,9.0000000,13.0:59,Atención  al  público:    //    //  Exclusivamente  con  cita  previa.  //    //    //    //  Turnos:  //    //  Deben  solicitarse  por  teléfono  o  correo  electrónico  para  la  realización  de  todo  tipo  de  trámite.,
CFRAN,Sección  Consular,Consular  Section,Sección,Facundo  Agustín  ,Agrelo,Cónsul  Adjunto,,,,,,,consular_cfran@cancilleria.gob.ar,,,,,,,,9  a  13  hs,
EMSIA,Sección  Consular,Consular  Section,Sección  Consular,Matías  Valentín  ,Castellano,Cónsul,(+60)  03-2144-1451,,(+60)  012-201-2464,,(+60)  03-2144-1428,,consular_emsia@mrecic.gov.ar,,https://emsia.cancilleria.gob.ar/es/aranceles-de-tramitaciones-m%C3%A1s-frecuentes,,Lunes,Viernes,9.0000000,16.0:59,"En  caso  de  emergencias, comunicarse  las  24hs.  al  celular  de  Guardia:  (+60)  012-201-2464.  ",
EPNMA,Sección  Consular,Sección  Consular,Sección,Josefina  ,Gojenola,Jefatura  de  Sección  Consular,507  302-0003,,507  66161112,,507  302-0004,,consuladopanama@cancilleria.gob.ar,,,,,,0.0000000,0.0000000,,
EUNGR,Sección  Consular,Consular  Section,Sección  Consular,José  ,Quintana,Jefatura  de  Sección  Consular,+36  1  326  0492,,+36  30  900  9507,,00  36  1  326  0494,,secon_eungr@mrecic.gov.ar    ,,www.eungr.mrecic.gov.ar,,Lunes,Viernes,10.0000000,15.0000000,,
CGTEL,Sección  Consular,Cónsul  Adunto,Sección  Consular,Damián  ,Yazlle,Cónsul  Adjunto,,,,,,,cgtel@cancilleria.gob.ar,,,,,,0.0000000,0.0000000,,
EISIA,Sección  Consular,Consular  Section,Sección,Roberto  Agustín  ,Giménez,Jefatura  de  Sección  Consular,+62  21  230  3061,+62  21  3190  8572,+62  816  919  121,,+62  21  230  3962,,consulares_eisia@mrecic.gov.ar,,www.eisia.mrecic.gov.ar,,Lunes,Viernes,9.0000000,16.0000000,11/30/99 9:15,
ESURI,Sección  Consular,Consular  Section,Sección,Tomás  A.  ,Oyuela  Marcovich,Jefatura  de  Sección,597442659,,5977184304,,,,esuri@cancilleria.gob.ar,,,,,,,,8:00  a  13:00  y  de  14:00  a  15:00,
EIRAN,Sección  Consular,Consular  Section,Sección  Consular,Matías  Manuel  ,Baeza,Jefatura  de  Sección  Consular,0098  21  2242  5297  ,00  98  21  2241  1376,0098  912  840  8434,,,,eiran@mrecic.gov.ar,,,,Domingo,Jueves,7.0:59,16.0000000,,
EHOND,Sección  Consular,Sección  Consular,Sección,María  Jimena  ,Autiero  Simari,Jefatura  de  Sección,+504  2232-3376,,504  9969-7424,,,,consulares_ehond@mrecic.gov.ar,ehond@mrecic.gov.ar,https://ehond.cancilleria.gob.ar/,https://ehond.cancilleria.gob.ar/,Lunes,Viernes,7.0:59,16.0000000,,
EFRAN,Sección  Consular,Consular  Section,Sección,Mariana  Nerina  ,López  Nolan,Jefatura  de  Sección  Consular,33144342200,33601880998,33601880998,,33144342209,,secon_efran@mrecic.gov.ar,,,,,,,,09:15  a  14:15  hs  -Celular  de  Guardia:0033601880998,
EGUAT,Sección  Consular,Consulado,Sección  Consular,Carlos  Ignacio  ,Bunge,Jefatura  de  Sección  Consular,(502)  2464-5900  ext  25  y  26,(52)  2464-5900  ext  25  y  26,+502  5649  3078,,+502  2367-1091  ,,consular-eguat@mrecic.gov.ar,,https://eguat.cancilleria.gob.ar/,,Lunes,Viernes,7.0:59,13.0000000,08.00  a  13.00  hs,
CSHAN,Sección  Consular,Sección  Consular,Sección,Laura  Antonella  ,Márquez,Jefatura  de  Sección  Consular,,00  86  18017937266  //  00  86  18017937266,(86)15821009332,,,,cshan@mrecic.gov.ar,,,,,,,,10:00  a  12:00  hs.  y  13:00  a  16:00  hs.,
EJAPO,Sección  Consular,Consular  Affairs,Sección,Mauricio  Germán  ,Muñoz,Jefatura  de  Sección  Consular,0081  (0)  3  54207107,0081  (0)  80  13279416  (Emergencia  Consular),(81)  8013279416,,0081  (0)  3  54207739,,consulares_ejapo@mrecic.gov.ar,,http:ejapo.mrecic.gov.ar,,,,,,9:00  a  18:00  hs,
EUCRA,Sección  Consular,Consular  Section,Sección  Consular,Jorge  Martín  ,Quaranta,Jefatura  de  Sección  Consular,+38044  2386922,,,,,,secon_eucra@mrecic.gov.ar,,,,Lunes,Viernes,9.0000000,16.0:59,,
ERICA,Sección  Consular,Consular  Section,Sección,Pablo  Alejandro  ,Lloveras,Jefatura  de  Sección  Consular,506  2234  6520,,506  87041479,,,,consulares_erica@mrecic.gov.ar,,,,Lunes,Viernes,8.0000000,13.0000000,Horario  de  Atencion  al  Público.,
CRECI,Sección  Consular,Sección  Consular,Sección  Consular,Lucila  ,Caviglia,Jefatura  de  Sección,55  81  3131-9001,,+55  (81)  97112  6351,,,,creci@mrecic.gov.ar,,creci.mrecic.gov.ar,,Lunes,Viernes,9.0000000,16.0:59,La  atención  al  público  es  con  turno  previo.  ,
CPABL,Sección  Consular,Sección  Consular,Sección  Consular,Gustavo  Roque  ,Stefanelli,Jefatura  de  Sección  Consular,+55  (11)  3897-9522,,+55  (11)  99604-1561,,,,cpablconsular@mrecic.gov.ar,cpabl@cancilleria.gob.ar  //  spvisas@mrecic.gov.ar,sanpablo.consulado.gob.ar,,Lunes,Viernes,9.0000000,17.0000000,Atención  presencial  de  09:00  a  13:00  //    //  Atención  telefónica  de  14:30  a  17:30,
ETAIL,Sección  Consular,Consular  Section,Sección  Consular,Agustina  ,Tentoni,Jefatura  de  Sección,+66  2259  0401,,+66  852219398,,+66  2259  0402,,secon_etail@mrecic.gov.ar,,,,Lunes,Viernes,9.0000000,16.0:59,,
EMOZA,Sección  Consular,Consular  Section,Sección  Consular,Hugo  Enrique  ,Marín,Jefatura  de  Sección  Consular,+(258)  21  421  242,,+  (258)  84  38  32  858,,,,secon_emoza@mrecic.gov.ar,,,,Lunes,Viernes,9.0000000,16.0:59,,
ETRIA,Sección  Consular,Consular  Section  ,Sección  Consular,Franco  A.  ,Senilliani  Melchior,Jefatura  de  Sección  Consular,(43-1)  5335171,(43-1)5338463  //  (43-1)5338577,,,(43-1)  5338797,(43-1)  5335651,consular-etria@mrecic.gov.ar,,,,,,,,09.00  a  17.00  hs.  Turnos:  09.30  a  13.30  hs,
ESALV,Sección  Consular  ,SECCIONES  DE  LA  REPRESENTACIÓN  ,Sección  Consular,Carlos  Javier  ,Daveggio,Jefatura  de  Sección  Consular,503  25219404,,503  78626494,,,,sconsular.esalv@mrecic.gov.ar  ,esalv@mrecic.gov.ar,,,Lunes,Viernes,8.0000000,13.0000000,"Esta  Sección  tiene  a  su  cargo  la  cartera  de  asuntos  Jurídicos, Law  enforcemet, educación, religión, género  y  cooperación  Internacional.  //    //    //    //  El  horario  de  atención  al  público  para  atención  consular  es  d",
ESUIZ,Sección  Consular,Consular  Section,Sección,María  Emilia  ,Rinaudo,Jefatura  de  Sección  Consular,00  41  (31)  356  43  43,,,,,,esuiz@cancilleria.gob.ar,,,,,,,,9h30  a  13h.,
EAZER,Sección  Consular,Sección  Consular,Sección  Consular,Leandro  Daniel  ,Verteramo,Jefatura  de  Sección  Consular,+994  (12)  4935942/44/45,,+994  (51)  3667985  ,,+994  (12)  4935943,,eazer@mrecic.gov.ar,,eazer.cancilleria.gob.ar,,Lunes,Viernes,10.0000000,16.0000000,,
ELBNO,Sección  Consular,Sección  Consular,Sección  Consular,Nicolás  Daniel  ,Pirrello,Jefatura  de  Sección  Consular,(961-  1)    210  806,,96171897432,,,,libano@mrecic.gov.ar,elbno@mrecic.gov.ar,,https://elbno.cancilleria.gob.ar,Lunes,Viernes,9.0000000,14.0000000,,
EMARR,Sección  Consular,Consular  Section,Sección  Consular,Melina  ,Erkekdjian,Jefatura  de  Sección  Consular,,,,,,,emarr@cancilleria.gov.ar,,,,Lunes,Viernes,9.0000000,15.0000000,,
ENICA,SECCION  CONSULAR,SECCION  CONSULAR,Sección  Consular,Jorge  Francisco  ,Stevens,Jefatura  de  Sección,505  2255  0089,,505  8882  9500,,505  2255  0089,,enica@mrecic.gov.ar,,http://nicaragua.embajada.gob.ar,,Lunes,Viernes,7.0000000,16.0000000,,
ECUBA,Sección  Consular,Consular  Assistance,Sección,María  Noelia  ,Arizaga,Jefatura  de  Sección  Consular,0053  72042573,,5352868055,,,,consulares_ecuba@cancilleria.gob.ar,,http://ecuba.mrecic.gov.ar/es/aranceles-de-tramitaciones-m%C3%A1s-frecuentes,,Lunes,Viernes,8.0000000,16.0000000,08:30  a  16:30  Hs.  (Lunes  a  Viernes),
CBARC,Sección  Consular  (Asistencia  /  Canje  licencias  de  conducir  /  Visas),Consular  Section  (Driver´s  license  exchanges),Sección,Erika  ,Imhof,Cónsul  Adjunto,,,,,,,asistencia_cbarc@cancilleria.gob.ar,,,,Lunes,Viernes,8.0000000,13.0:59,"Cataluña, Comunidad  Valenciana, Aragón  y  Principado  de  Andorra",
CMIAM,Sección  Consular  (Documentación),Consular  section,Sección,José  Emilio  ,Grande  Pérez,Cónsul  Adjunto,+1  305-373-1889,,+1  305-373-1889,,,,dnipas_cmiam@cancilleria.gov.ar,,www.cmiam.mrecic.gov.ar,,Lunes,Viernes,8.0000000,13.0000000,Se  atiende  con  turno,
CBARC,Sección  Consular  (Documentación/Asuntos  previsionales),Consular  Section  (Documentation/Pension),Sección,Mariano  José  ,Quintana,Cónsul  Adjunto,,,,,,,dni-pasaporte_cbarc@cancilleria.gob.ar,,,,Lunes,Viernes,8.0000000,13.0:59,"Cataluña, Comunidad  Valenciana, Aragón  y  Principado  de  Andorra",
ECHIN,Sección  Consular  (Ir  a  Consulados),Seccion  Consular,Sección  Consular,Gustavo  Alfredo  ,Arambarri,Cónsul  General,6532-3921,86  1065321852,134  3995-0030,,,,consuladoechin@cancilleria.gob.ar  (TURNOS  VISAS),cbeij@cancilleria.gob.ar,,,Lunes,Viernes,8.0000000,16.0000000,,
CMIAM,Sección  Consular  (Notariales),Sección  Consular  (Opciones  de  Nacionalidad  y  Poderes),Sección  Consular,Darío  Javier  ,Helbert,Cónsul  General  Adjunto,+1  305-373-1889,,,,,,notariales_cmiam@cancilleria.gov.ar,cmiam@cancilleria.gov.ar,,,Lunes,Viernes,8.0000000,13.0000000,Se  atiende  con  turno,
CBARC,Sección  Consular  (Opción  de  nacionalidad  /  Itinerancias),Consular  Section  (Visas),Sección  Consular,Gonzalo  Adrián  ,Danela,Cónsul  Adjunto,,,,,,,nacionalidad_cbarc@cancilleria.gob.ar,Itinerancias:  itinerancias_cbarc@cancilleria.gob.ar,,,Lunes,Viernes,8.0000000,13.0:59,,
CMIAM,Sección  Consular  (Trámites  generales),Sección  Consular  (Trámites  Generales),Sección  Consular,Ricardo  Matías  E.  ,Burgos,Cónsul  Adjunto,+1  305-373-1889,,,,,,tramites  generales_cmiam@mrecic.gov.ar,,,,Lunes,Viernes,8.0000000,13.0000000,Se  atiende  con  turno,
CMIAM,Sección  Consular  (Visas  y  Asistencia  a  Argentinos),Consular  section  (Visas),Sección  Consular,Jimena  Florencia  ,Villanueva,Cónsul  Adjunto,+1  305  373  1889  ,,+1  305  373  1889  ,,,,visas_cmiam@mrecic.gov.ar,,miami.consulado.gob.ar,,Lunes,Viernes,8.0000000,13.0000000,,
CBELO,Sección  Consular  /  Trámites  Consulares.,Sección  Consular  /  Trámites  Consulares.,Sección  Consular,,,Cónsul,WhatsApp  (texto  para  consultas  trámites  consulares):  005531982401672,,,,,,consulares_cbelo@mrecic.gov.ar,,,,Lunes,Viernes,9.0000000,13.0000000,Horario  de  atención  al  público  presencial  para  trámites  consulares.,
ENIGE,Sección  Consular  Embajada  Argentina  en  Nigeria,Consular  Section,Sección  Consular,Héctor  L.  ,Manini  Williams,Jefatura  de  Sección  Consular,00  234  (0)  707  483  2149,,00  234  (0)  707  483  2146,,,,consulares_enige@mrecic.gov.ar,,,,,,0.0000000,0.0000000,"Visas, legalizaciones  y  consultas:  Lunes  a  viernes  de  09:00  a  17:00  hs.  //    //    //    //  Emergencias:  24  horas.",
ECOLO,Sección  Consular  y  Cooperación  Judicial,Sección  Consular,Sección,María  Belén  ,Pires  Diz,Jefatura  de  Sección,+57  601  288  0900,,57-316-875-9292,,,,consulares_ecolo@cancilleria.gov.ar,,,,,,,,,
ECORE,"Sección  Consular, Prensa  y  Turismo",Consular  Section,Sección  Consular,Daniel  Alberto  ,Chedufau,Jefatura  de  Sección  Consular,00  82  2  797  0636,00  82  2  793  4062,0082  10  2843  5056,,00  82  2  792-5820,,ecorecon@mrecic.gov.ar,,ecore.cancilleria.gob.ar,,Lunes,Viernes,9.0000000,18.0000000,Atención  al  público,
EANGO,Sección  Cooperación,Sección  Cooperación,Sección,Agustín  Nicolás,Justo,Jefatura  de  Sección,,,,,,,eango@mrecic.gov.ar,,,,,,0.0000000,0.0000000,,
ECUBA,Sección  Cooperación,Sección  Cooperación,Sección,Martín  ,Suaya,Jefatura  de  Sección,,,,,,,ecuba@mrecic.gov.ar,,,,Lunes,Viernes,8.0000000,16.0000000,,
EBARB,Sección  Cooperación  Internacional,International  Cooperation  Section,Sección,,,Jefatura  de  Sección,,,,,,,ebarb@cancilleria.gob.ar,,,,,,,,08.30  a  15.30,
EFRAN,Sección  Cooperación  Internacional,Sección  Cooperación  Internacional,Sección,Federico  Enrique  ,Horak,Jefatura  de  Sección,33144052736,,,,,,coop_efran@mrecic.gov.ar,,,,,,,,09:00  a  13:00  y  14:00  a  17:00  hs,
EALEM,Sección  Cooperación  Internacional,Section  for  International  Cooperation,Sección,Agustina  ,Lojoya  Fracchia,Jefatura  de  Sección,00  49  (30)  2266  8947,,,,,,cooperacion_ealem@cancilleria.gob.ar,,,,Lunes,Viernes,9.0000000,16.0000000,,
ESAFR,Sección  Cooperación  Técnica,Technical  Cooperation  Section,Sección,Facundo  Iván  ,Grimberg  Sosa,Jefatura  de  Sección,,,,,,,esafr@mrecic.gov.ar,,,,Lunes,Viernes,7.0:59,16.0000000,,
ECORE,"Sección  Cooperación, Ciencia, Tecnologia  y  Transición  Energética","Sección  Cooperación, Ciencia, Tecnología  y  Transición  Energética",Sección,Gustavo  Rodolfo  ,Adise,Jefatura  de  Misión  Adjunta,,,,,,,ecore@mrecic.gov.ar,,,,Lunes,Viernes,9.0000000,18.0000000,,
EESPA,Sección  Cultura  y  Educación,Education,Sección,Cecilia  ,Meirovich,Jefatura  de  Sección,34  917710500  -19,,34  639707564,,,,educacion.argenesp@mrecic.gov.ar,cultural.argenesp@mrecic.gov.ar,http://eespa.mrecic.gov.ar/,,Lunes,Viernes,9.0000000,16.0:59,09.00  a  17.00  hs,
ESSED,"Sección  Cultura, Arte  y  Turismo","Art, Culture  and  Tourism",Sección,Lucas  Paul  ,Quiroga  Zubreski,Jefatura  de  Sección,39  06  686  5303,,39  366  832  5997,,39  06  687  9021,,essed@mrecic.gov.ar,,,,Lunes,Viernes,9.0000000,16.0:59,,
CBARC,"Sección  Cultura, Educación  y  Comunicación  ","Cultural  Promotion, Education  and  Social  Networks",Sección,Erika  ,Imhof,Jefatura  de  Sección,,,,,,,Cultura:  cultura_cbarc@cancilleria.gob.ar,Educación:  educacion_cbarc@cancilleria.gob.ar,,,Lunes,Viernes,9.0000000,16.0:59,,
